unique_compliance_id,technology,compliance_framework,framework_id,framework_version,requirement_id,requirement_name,requirement_description,section,service,total_checks,automation_type,confidence_score,references,source_file,ibm_checks
cis_ibm_ibm_3.1_0027,IBM,CIS,cis_ibm,v1.0,3.1,Ensure auditing is configured in the IBM Cloud account,Collect audit events from IBM Cloud resources so that you can monitor activity in your IBM Cloud account.,3 Section,CLOUD,1,automated,,1. IBM Cloud Activity Tracker with LogDNA: Adoption guidelines for regulated and highly available workloads: https://cloud.ibm.com/docs/Activity-Tracker-with- LogDNA?topic=logdnaat-adoption 2. IBM Cloud Activity Tracker with LogDNA service plans: https://cloud.ibm.com/docs/Activity-Tracker-with-LogDNA?topic=logdnaat- service_plan 3. Managing access for IBM Cloud Activity Tracker with LogDNA: https://cloud.ibm.com/docs/Activity-Tracker-with-LogDNA?topic=logdnaat-iam,ibm_controls_FINAL_20251031_215936.csv,ibm_cloud_activity_tracker_logging_configured_per_region
cis_ibm_ibm_3.2_0028,IBM,CIS,cis_ibm,v1.0,3.2,Disable Shareable disks,"Sharable disks are shared between VMs, and they can be used only if a filesystem file system or the application using the device is - installed on top of it is a clusterdistributed and cloud aware. Their wrong usage might cause data corruption.",3 Section,OCP,1,automated,,,ibm_controls_FINAL_20251031_215936.csv,ibm_ocp_vm_check_shareable_disks
cis_ibm_ibm_3.3_0029,IBM,CIS,cis_ibm,v1.0,3.3,Ensure ignore,"Error policies for disks control how Input/Output (IO) errors are handled. If a read or write operation fails on the storage, an IO error occurs. Setting the error policy to recommended because it makes it difficult to determine the root cause of is not ignore any IO issues, which can lead to data loss if the data is not correctly written to the disk.",3 Section,CLOUD,1,automated,,,ibm_controls_FINAL_20251031_215936.csv,ibm_cloud_virtual_machine_error_policy_check
cis_ibm_ibm_3.4_0030,IBM,CIS,cis_ibm,v1.0,3.4,"Ensure alerts are defined on custom views to notify of unauthorized requests, critical account actions, and high-impact operations in your account","Events that you collect and centralize in the IBM Cloud Activity Tracker with LogDNA service provide information about actions that take place on your account. You can define alerts to notify promptly of problems, anomalies, and abnormal situations.",3 Section,ACTIVITY,1,automated,,1. IBM Cloud Activity Tracker with LogDNA: Adoption guidelines for regulated and highly available workloads: https://cloud.ibm.com/docs/Activity-Tracker-with- LogDNA?topic=logdnaat-adoption 2. IBM Cloud Activity Tracker with LogDNA service plans: https://cloud.ibm.com/docs/Activity-Tracker-with-LogDNA?topic=logdnaat- service_plan,ibm_controls_FINAL_20251031_215936.csv,ibm_activity_tracker_alert_configuration_verification
cis_ibm_ibm_3.5_0031,IBM,CIS,cis_ibm,v1.0,3.5,Ensure the account owner can login only from a list of authorized countries/IP ranges,Monitor the account owner's access to the IBM Cloud account is done from authorized locations that are restricted by IP addresses.,3 Section,ACTIVITY,1,automated,,,ibm_controls_FINAL_20251031_215936.csv,ibm_activity_tracker_login_ip_restriction_check
cis_ibm_ibm_3.6_0032,IBM,CIS,cis_ibm,v1.0,3.6,Ensure Activity Tracker data is encrypted at rest,Ensure Activity Tracker data is encrypted at rest.,3 Section,ACTIVITY,1,automated,,1. IBM Cloud Object Storage: https://cloud.ibm.com/docs/cloud-object- storage?topic=cloud-object-storage-getting-started 2. IBM Cloud Object Storage managing encryption: https://cloud.ibm.com/docs/cloud-object-storage?topic=cloud-object-storage- encryption,ibm_controls_FINAL_20251031_215936.csv,ibm_activity_tracker_data_encryption_at_rest
cis_ibm_ibm_3.7_0033,IBM,CIS,cis_ibm,v1.0,3.7,Ensure Activity Tracker trails are integrated with LogDNA Logs,Check whether Activity Tracker trails are integrated with LogDNA Logs.,3 Section,ACTIVITY,1,automated,,,ibm_controls_FINAL_20251031_215936.csv,ibm_activity_tracker_logdna_archiving_enabled
cis_ibm_ibm_4.1_0034,IBM,CIS,cis_ibm,v1.0,4.1,Use dedicated VLANs to segment network traffic,"access each other's network interfaces, it is To ensure that virtual machines cannot crucial to segment them completely using separate VLANs. By connecting virtual logically separated VLANs, you enforce network segmentation at the L2 machines to machines from unauthorized/unintended data transmission, and level, preventing virtual breaches or data leaks. reducing the risk of security",4 Section,OPENSHIFT,1,automated,,,ibm_controls_FINAL_20251031_215936.csv,ibm_openshift_vlan_configuration_check
cis_ibm_ibm_4.2_0035,IBM,CIS,cis_ibm,v1.0,4.2,Enable MAC spoof filtering,"Mac spoof filtering is a feature that middle attacks by - the - in - helps prevent man verifying the authenticity of MAC addresses in network packets. By checking the MAC address of spoof filtering can help ensure that only authorized devices are - incoming packets, macable to communicate with a particular device or network.",4 Section,OPENSHIFT,1,automated,,,ibm_controls_FINAL_20251031_215936.csv,ibm_openshift_vm_mac_spoof_filtering_enabled
cis_ibm_ibm_4.3_0036,IBM,CIS,cis_ibm,v1.0,4.3,Use multi-network policies,Micro-segmentation in VLANs is crucial for enhancing network security because it allows control of traffic flow between different components of the network and their services. This segmentation helps to contain potential security breaches and limit the unauthorized access to information. spread of malware or,4 Section,OPENSHIFT,1,automated,,1. https://docs.openshift.com/container-platform/4.17/virt/vm_networking/virt-connecting-vm-to-ovn-secondary-network.html,ibm_controls_FINAL_20251031_215936.csv,ibm_openshift_networkpolicy_check
cis_ibm_ibm_4.4_0037,IBM,CIS,cis_ibm,v1.0,4.4,Ensure IBM Cloud Databases disk encryption is set to On,Data stored in IBM Cloud Databases need to be encrypted at rest at all times for client data security.,4 Section,CLOUD,1,automated,,,ibm_controls_FINAL_20251031_215936.csv,ibm_cloud_databases_disk_encryption_status
cis_ibm_ibm_5.2_0039,IBM,CIS,cis_ibm,v1.0,5.2,Ensure IBM Cloudant encryption is enabled with customer managed keys,"IBM Cloudant encrypts all client data at-rest by default. For customers using a Dedicated Hardware plan instance, it is optional to use the service's integration with IBM Key Protect for customers to bring their own encryption key at provision time for the instance. To provision a Cloudant Dedicated Hardware plan instance using Bring-Your-Own-Key with Key Protect, first ensure you are logged into your IBM Cloud account at https://cloud.ibm.com/. Note a paid account is required to provision a Cloudant Dedicated Hardware plan instance. Before provisioning the Dedicated Hardware plan instance with BYOK with Key Protect, follow the authorization instructions between Key Protect and Cloudant: 1. Open your IBM Cloud dashboard. 2. From the menu bar, click Manage > Access (IAM). 3. In the side navigation, click Authorizations. 4. Click Create. 5. In the Source service menu, select the Cloudant in Account. 6. In the Source service instance menu, select All instances. 7. In the Target service menu, select Key Protect in Account, and leave Instance ID of string equals All instances. 8. Enable the Reader role by checking the checkbox. 9. Click Authorize. Ensure the necessary encryption key(s) in Key Protect have been created. (See IBM Key Protect documentation for those steps.) Next provision a Cloudant Dedicated Hardware plan instance and choose the BYOK with Key Protect option during the provisioning process: Via UI: 1. From the IBM Cloud Dashboard, click on Create resource. 2. Type Cloudant in the search bar and click the Cloudant tile to open it. 3. Select Cloudant offering. 4. Click the Dedicated tab. 5. Click Create Host. 6. Select the IBM Cloud region. 7. Configure the Cloudant instance by specifying the Instance name and Resource group. 8. Under Configure Host, choose the Location for deployment to specify the physical location of the Dedicated Hardware plan instance. 9. Choose Yes or No for Will the data stored require HIPPA compliance?. 10. To use a customer-managed (BYOK) encryption key, choose the KMS instance under Key Management Service instance. 11. Under Disk encryption key, choose the name of the encryption key to use from the KMS instance in the previous step. 12. Click Create to provision the Dedicated Hardware plan instance. Note that during provisioning, a spinning wheel appears next to the instance in your IBM Cloud Dashboard. A request is sent to provision a Dedicated Hardware plan instance on bare metal servers. Provisioning time is asynchronous and can take up to 5 days. Via CLI: 1. Login to the IBM Cloud via the CLI. 2. Run the following command to provision a Cloudant Dedicated Hardware plan instance using a customer-managed encryption key stored in IBM Key Protect: ibmcloud resource service-instance-create cloudantnosqldb dedicated- hardware -p '{""location"":"""", ""hipaa"":"""", ""kms_instance_crn"": """", ""kms_key_crn"": """"}' Where the customer parameters to enter are as follows: • name: An arbitrary name of the Cloudant Dedicated Hardware instance. • region: The major region where you want to deploy, for example us-south, us- east, etc. • location: The actual physical location of the Dedicated Hardware plan instance, which might differ from the region. The location can be in any IBM Cloud location, including major regions and locations outside the major regions. • hipaa: Either true or false. • kms_instance_crn: An optional parameter that must be set to the CRN of the Key Protect instance housing the encryption key for BYOK. All IBM Cloudant environments are encrypted. If you would like to BYOK with Key Protect, supply the CRN of the Key Protect instance that holds the encryption key. Otherwise, don't supply this parameter in the CLI, which means the environment is encrypted with an IBM Cloudant-managed key. • kms_key_crn: This parameter is required if you use the kms_instance_crn parameter. Otherwise, it must not be supplied in the CLI command. The kms_key_crn parameter is set to the CRN of the encryption key stored in the Key Protect instance defined by the kms_instance_crn parameter. Below is an example CLI command with the parameters populated with sample values: ibmcloud resource service-instance-create cloudant-dedicated-with-byok cloudantnosqldb dedicated-hardware us-south -p '{""location"":""dallas"", ""hipaa"":""false"", ""kms_instance_crn"": ""crn:v1:bluemix:public:kms:us- south:a/abcdefg7df5907a4ae72ad28d9f493d6:888a5a41-543c-4ca7-af83- 74da3bb8f711::"", ""kms_key_crn"": ""crn:v1:bluemix:public:kms:us- south:a/abcdefg7df5907a4ae72ad28d9f493d6:888a5a41-543c-4ca7-af83- 74da3bb8f711:key:0123c653-f904-4fe7-9fdb-5097e1ed85db""}'",5 Section,CLOUDANT,1,automated,,,ibm_controls_FINAL_20251031_215936.csv,ibm_cloudant_dedicated_hardware_customer_key_encryption_enabled
cis_ibm_ibm_5.3_0040,IBM,CIS,cis_ibm,v1.0,5.3,Ensure IBM Cloudant is only accessible via HTTPS or TLS Connections,IBM Cloudant instances can only be connected to over TLS or HTTPS connections. This behavior is by default and is non-configurable.,5 Section,CLOUDANT,1,automated,,,ibm_controls_FINAL_20251031_215936.csv,ibm_cloudant_instance_https_enforcement
cis_ibm_ibm_6.1.2_0041,IBM,CIS,cis_ibm,v1.0,6.1.2,Ensure Web application firewall is set to ON in IBM Cloud Internet Services (CIS),"The Web Application Firewall (WAF) protects against ISO Layer-7 attacks, which can be some of the most tricky. What is a Web Application Firewall? A WAF helps protect web applications by filtering and monitoring HTTP traffic between a web application and the internet. A WAF is an OSI protocol Layer-7 defense in the OSI model, and it is not designed to defend against all types of attacks. Deploying a WAF in front of a web application is like placing a shield between the web application and the internet. A proxy server protects a client machine’s identity by using an intermediary (for outgoing traffic), but a WAF is a type of reverse-proxy that protects the server from exposure by having the client's traffic pass through the WAF before reaching the server (for incoming traffic). Key benefits of a CIS WAF The IBM Cloud™ Internet Services WAF is an easy way to set up, manage, and customize security rules to protect your web applications from common web threats. See the following list for key features: • Easy setup: The CIS WAF is part of our overall service, which takes just a few minutes to set up. After you redirect your DNS to us, you can switch on the WAF and set up the rules you need. • Detailed reporting See greater detail in the reporting, for example, threats blocked by rule/rule group.",6 Section,CIS,1,automated,,1. https://cloud.ibm.com/docs/cis?topic=cis-manage-your-ibm-cis-for-optimal- security#best-practice-activate-waf-safely 2. https://cloud.ibm.com/docs/cis?topic=cis-waf-q-and-a 3. https://cloud.ibm.com/docs/cis?topic=cis-cli-plugin-cis-cli#waf 4. https://cloud.ibm.com/docs/cis?topic=cis-cli-plugin-cis-cli#overview 5. https://cloud.ibm.com/docs/cis?topic=cis-getting-started,ibm_controls_FINAL_20251031_215936.csv,ibm_cis_waf_enabled_status_check
cis_ibm_ibm_6.1.3_0042,IBM,CIS,cis_ibm,v1.0,6.1.3,Ensure DDoS protection is Active on IBM Cloud Internet Services,IBM Cloud Internet services provides automatic DDoS protection for any proxied DNS records or a Range Application. For an application to be protected against DDoS attacks the DNS records or the Global Load Balancer should be proxied. It is recommended that the DNS records in Cloud Internet Services for any networks or applications that need to be protected must be proxied. In addition it is required to allowlist only IPs from the Cloud Internet Services on your application ingress points. The list of ips to be allow listed is found here.,6 Section,CIS,1,automated,,1. https://cloud.ibm.com/docs/cis?topic=cis-distributed-denial-of-service-ddos- attack-concepts 2. https://cloud.ibm.com/docs/cis?topic=cis-manage-your-ibm-cis-for-optimal- security#best-practice-activate-waf-safely 3. https://cloud.ibm.com/docs/cis?topic=cis-cis-allowlisted-ip-addresses,ibm_controls_FINAL_20251031_215936.csv,ibm_cis_ddos_protection_proxied_status_check
cis_ibm_ibm_6.2.1_0043,IBM,CIS,cis_ibm,v1.0,6.2.1,Ensure no VPC access control lists allow ingress from 0.0.0.0/0 to port 22,"VPC access control lists filter all incoming and outgoing traffic in IBM Cloud VPC. An ACL is a built-in, virtual firewall where ACL rules control traffic to and from the subnets, rather than to and from the virtual servers. It is recommended that no ACL allows unrestricted ingress access to port 22.",6 Section,VPC,1,automated,,1. https://cloud.ibm.com/docs/vpc?topic=vpc-using-acls,ibm_controls_FINAL_20251031_215936.csv,ibm_vpc_acl_ingress_port_22_check
cis_ibm_ibm_6.2.2_0044,IBM,CIS,cis_ibm,v1.0,6.2.2,Ensure the default security group of every VPC restricts all traffic,"VPC security groups provide stateful filtering of ingress/egress network traffic to Virtual Server. It is recommended that no security group allows unrestricted ingress access to a Virtual Server. Unless modified, the default security group allows inbound traffic from all members of the group that is, all other virtual servers that are attached to this security group.",6 Section,VPC,1,automated,,1. https://cloud.ibm.com/docs/vpc?topic=vpc-updating-the-default-security-group,ibm_controls_FINAL_20251031_215936.csv,ibm_vpc_security_group_default_ingress_restriction
cis_ibm_ibm_6.2.3_0045,IBM,CIS,cis_ibm,v1.0,6.2.3,Ensure no VPC security groups allow ingress from 0.0.0.0/0 to port 3389,VPC security groups provide stateful filtering of ingress/egress network traffic to Virtual Server Instances. It is recommended that no security group allows unrestricted ingress access to port 3389.,6 Section,VPC,1,automated,,1. https://cloud.ibm.com/docs/vpc?topic=vpc-using-acls,ibm_controls_FINAL_20251031_215936.csv,ibm_vpc_security_group_ingress_port_3389_check
cis_ibm_ibm_6.2.4_0046,IBM,CIS,cis_ibm,v1.0,6.2.4,Ensure no VPC security groups allow ingress from 0.0.0.0/0 to port 22,VPC security groups provide stateful filtering of ingress/egress network traffic to Virtual Servers. It is recommended that no security group allows unrestricted ingress access to port 22.,6 Section,VPC,1,automated,,1. https://cloud.ibm.com/docs/vpc?topic=vpc-using-acls,ibm_controls_FINAL_20251031_215936.csv,ibm_vpc_security_group_ingress_check_port_22_open
cis_ibm_ibm_6.2.5_0047,IBM,CIS,cis_ibm,v1.0,6.2.5,Ensure no VPC access control lists allow ingress from 0.0.0.0/0 to port 3389,"VPC access control lists filter all incoming and outgoing traffic in IBM Cloud VPC. An ACL is a built-in, virtual firewall where ACL rules control traffic to and from the subnets, rather than to and from the virtual servers. It is recommended that no ACL allows unrestricted ingress access to port 3389.",6 Section,VPC,1,automated,,1. https://cloud.ibm.com/docs/vpc?topic=vpc-using-acls,ibm_controls_FINAL_20251031_215936.csv,ibm_vpc_acl_ingress_restriction_rdp_3389
cis_ibm_ibm_7.1.1.1_0048,IBM,CIS,cis_ibm,v1.0,7.1.1.1,Ensure Kubernetes secrets data is encrypted with bring your own key (BYOK),"IBM® Key Protect for IBM Cloud™ helps you provision encrypted keys for apps across IBM Cloud services. Use the IBM Key Protect for IBM Cloud key management service (KMS) to encrypt data in Kubernetes secrets and prevent unauthorized users from accessing sensitive app information (for example, credentials and keys). Keys are generated by FIPS 140-2 Level 3 certified hardware security modules (HSMs) that are located in secure IBM Cloud data centers.",7 Section,KUBERNETES,1,automated,,1. https://cloud.ibm.com/docs/containers?topic=containers-encryption#keyprotect 2. https://cloud.ibm.com/docs/containers?topic=containers-encryption#kms 3. https://cloud.ibm.com/docs/key-protect,ibm_controls_FINAL_20251031_215936.csv,ibm_kubernetes_secrets_encryption_byok_enabled
cis_ibm_ibm_7.1.1.2_0049,IBM,CIS,cis_ibm,v1.0,7.1.1.2,Ensure Kubernetes secrets data is encrypted with keep your own key (KYOK),"IBM Cloud® Hyper Protect Crypto Services (Hyper Protect Crypto Services for short) is a dedicated key management service and hardware security module (HSM) based on IBM Cloud. This service allows you to take the ownership of the cloud HSM to fully manage your encryption keys and to perform cryptographic operations. Use Hyper Protect Crypt Services, a dedicated key management service (KMS) and hardware security module (HSM), to encrypt data in Kubernetes secrets and prevent unauthorized users from accessing sensitive app information, for example, credentials and keys.",7 Section,KUBERNETES,1,automated,,1. https://cloud.ibm.com/docs/containers?topic=containers-encryption#keyprotect 2. https://cloud.ibm.com/docs/hs-crypto,ibm_controls_FINAL_20251031_215936.csv,ibm_kubernetes_secrets_kms_encryption_check
cis_ibm_ibm_7.1.2_0050,IBM,CIS,cis_ibm,v1.0,7.1.2,Ensure TLS 1.2 for all inbound traffic at IBM Cloud Kubernetes Service Ingress,"Ensure that all insecure (HTTP) client requests to applications and services hosted on IBM Cloud Kubernetes Service are redirected to secure TLS connections (HTTPS), and ensure that only TLS versions 1.2+ are supported. You set up your Ingress ALB to secure your domain with the IBM-provided TLS certificate or your custom TLS certificate. Some users might try to access your apps by using an insecure http request to your ALB domain, for example http://www.myingress.com, instead of using https. You can use the redirect annotation to always convert insecure HTTP requests to HTTPS.",7 Section,KUBERNETES,1,automated,,1. https://cloud.ibm.com/docs/containers?topic=containers- ingress_annotation#ssl_protocols_ciphers 2. https://cloud.ibm.com/docs/containers?topic=containers- ingress_annotation#redirect-to-https 3. https://cloud.ibm.com/docs/containers?topic=containers-cs_cli_install,ibm_controls_FINAL_20251031_215936.csv,ibm_kubernetes_ingress_tls_configuration_minimum_version
cis_ibm_ibm_7.1.3_0051,IBM,CIS,cis_ibm,v1.0,7.1.3,Ensure IBM Cloud Kubernetes Service worker nodes are updated to the latest image to ensure patching of vulnerabilities,Update the worker nodes in a cluster to the latest patch version so that security fixes are applied to those worker nodes.,7 Section,KUBERNETES,1,automated,,1. https://cloud.ibm.com/docs/containers?topic=containers- update#vpc_worker_node 2. https://cloud.ibm.com/docs/containers?topic=containers- cs_versions#update_types 3. https://cloud.ibm.com/docs/containers?topic=containers- cs_versions#version_types,ibm_controls_FINAL_20251031_215936.csv,ibm_kubernetes_worker_nodes_latest_patch_check
cis_ibm_ibm_7.1.4_0052,IBM,CIS,cis_ibm,v1.0,7.1.4,Ensure that clusters are accessible only by using private endpoints,Disable the public service endpoint so that communication to the master from both the worker nodes and cluster users is established over the private network through the private service endpoint.,7 Section,KUBERNETES,1,automated,,1. https://cloud.ibm.com/docs/containers?topic=containers-plan_clusters#vpc- workeruser-master,ibm_controls_FINAL_20251031_215936.csv,ibm_kubernetes_cluster_public_service_endpoint_disabled
cis_ibm_ibm_7.1.5_0053,IBM,CIS,cis_ibm,v1.0,7.1.5,Ensure IBM Cloud Kubernetes Service cluster has image pull secrets enabled,Image pull secrets are credentials that authorize your cluster to pull images from a private image registry. IBM Cloud Kubernetes Service integrates with IBM Cloud Container Registry and provides pull secrets for IBM Cloud Container Registry in the default Kubernetes namespace.,7 Section,KUBERNETES,1,automated,,1. https://cloud.ibm.com/docs/containers?topic=containers- registry#imagePullSecret_migrate_api_key 2. https://cloud.ibm.com/docs/containers?topic=containers- registry#cluster_registry_auth_default,ibm_controls_FINAL_20251031_215936.csv,ibm_kubernetes_cluster_image_pull_secrets_enabled
cis_ibm_ibm_7.1.6_0054,IBM,CIS,cis_ibm,v1.0,7.1.6,Ensure IBM Cloud Kubernetes Service clusters have the monitoring service enabled,"Metrics help you monitor the health and performance of your clusters. Create a monitoring configuration to forward cluster and app metrics to IBM Cloud Monitoring with Sysdig. Use the IBM Cloud Kubernetes Service observability plug-in to create a monitoring configuration for IBM Cloud Monitoring with Sysdig in your cluster, and use this monitoring configuration to automatically collect and forward metrics to IBM Cloud Monitoring with Sysdig. With IBM Cloud Monitoring with Sysdig, you can collect cluster and pod metrics, such as the CPU and memory usage of your worker nodes, incoming and outgoing HTTP traffic for your pods, and data about several infrastructure components. In addition, the agent can collect custom application metrics by using either a Prometheus-compatible scraper or a StatsD facade. IBM Cloud Monitoring with Sysdig is a cloud-native, and container-intelligence management system that you can include as part of your IBM Cloud architecture. Use it to gain operational visibility into the performance and health of your applications, services, and platforms. It offers administrators, DevOps teams and developers full stack telemetry with advanced features to monitor and troubleshoot, define alerts, and design custom dashboards. IBM Cloud Monitoring with Sysdig is operated by Sysdig in partnership with IBM.",7 Section,KUBERNETES,1,automated,,1. https://cloud.ibm.com/docs/containers?topic=containers-health#sysdig 2. https://cloud.ibm.com/docs/Monitoring-with-Sysdig,ibm_controls_FINAL_20251031_215936.csv,ibm_kubernetes_cluster_sysdig_monitoring_enabled
cis_ibm_ibm_7.1.7_0055,IBM,CIS,cis_ibm,v1.0,7.1.7,Ensure IBM Cloud Kubernetes Service clusters have the logging service enabled,"Create a logging configuration to forward cluster and app logs to IBM Log Analysis with LogDNA. IBM Log Analysis with LogDNA offers administrators, DevOps teams, and developers advanced features to filter, search, and tail log data, define alerts, and design custom views to monitor application and system logs.",7 Section,KUBERNETES,1,automated,,1. https://cloud.ibm.com/docs/containers?topic=containers-health#logdna 2. https://cloud.ibm.com/docs/containers?topic=containers-observability_cli 3. https://cloud.ibm.com/docs/Log-Analysis-with-LogDNA,ibm_controls_FINAL_20251031_215936.csv,ibm_kubernetes_service_logdna_logging_enabled
cis_ibm_ibm_8.1.1_0056,IBM,CIS,cis_ibm,v1.0,8.1.1,Ensure IBM Key Protect has automated rotation for customer managed keys enabled,"In Key Protect, you can set a rotation policy for a key or manually rotate the key. IBM Cloud Key Management Service (KMS): Key Protect (KP) allows customers to rotate the Data Encryption Key (DEK) which is key material stored within the KMS Hardware Security Module (HSM), which is tied to the key ID of the Customer Created customer master key (CMK). It is the DEK that is used to perform cryptographic operations such as encryption and decryption. When it's time to rotate the key based on the rotation interval that you specify, Key Protect automatically replaces the root key with new key material. Automated key rotation currently retains all prior DEK keys so that decryption of encrypted data can take place transparently. How key rotation works Key rotation works by securely transitioning key material from an Active to a Deactivated key state. To replace the deactivated or retired key version, the new key version moves into the Active state and becomes available for cryptographic operations. Frequency of key rotation After you generate a root key in Key Protect, you decide the frequency of its rotation. You might want to rotate your keys due to personnel turnover, process malfunction, or according to your organization's internal key expiration policy. Rotate your keys regularly, for example every 30 days, to meet cryptographic best practices.",8 Section,KMS,1,automated,,1. https://cloud.ibm.com/docs/key-protect?topic=key-protect-key-rotation 2. https://cloud.ibm.com/docs/key-protect?topic=key-protect-set-rotation-policy 3. https://cloud.ibm.com/docs/key-protect?topic=key-protect-view-key-versions 4. https://cloud.ibm.com/docs/key-protect?topic=key-protect-rotate-keys 5. https://cloud.ibm.com/docs/key-protect?topic=key-protect-cli-reference#kp-key- policies 6. https://cloud.ibm.com/docs/key-protect?topic=key-protect-cli-reference#kp-key- policy-update-rotation,ibm_controls_FINAL_20251031_215936.csv,ibm_kms_key_protect_rotation_policy_interval_check
cis_ibm_ibm_8.1.2_0057,IBM,CIS,cis_ibm,v1.0,8.1.2,Ensure the IBM Key Protect service has high availability,"IBM® Key Protect for IBM Cloud™ is a regional key management service with automatic features that help keep your applications secure and operational. Key Protect can be configured to provide high availability capabilities, such as IBM- owned infrastructure in multizone regions, to meet local access and low latency requirements for each supported region. Additionally, it can be configured to continuously back up keys in the region that the service operates in, and automatically recover and restart service components after any disaster event. You are responsible to plan for availability configuration on the different regions, and copying keys into a backup instance of Key Protect on a periodic basis.",8 Section,KEY,1,automated,,1. https://cloud.ibm.com/docs/key-protect?topic=key-protect-provision 2. https://cloud.ibm.com/docs/key-protect?topic=key-protect-shared-responsibilities 3. https://cloud.ibm.com/docs/key-protect?topic=key-protect-ha-dr,ibm_controls_FINAL_20251031_215936.csv,ibm_key_protect_instance_high_availability_check
cis_ibm_ibm_9.1_0058,IBM,CIS,cis_ibm,v1.0,9.1,Ensure alerts are enabled for vulnerabilities discovered in container images in Container Registry,"With IBM Cloud™ Security Advisor, you can instantly view the security posture of your IBM Cloud services through a single, centralized dashboard. The service receives security information from various sources and displays any security alerts or vulnerabilities that require your attention in the service dashboard. Out of the box, there are several pre-populated cards in your dashboard. These findings are from security services in IBM Cloud, but you can also add cards or custom partner solutions so that all of your security tools can be accessed from the same location. Through pre-integrated findings, you can monitor: • Certificates that you manage with IBM Cloud Certificate Manager • Vulnerabilities in container images that are stored in IBM Cloud Container Registry Monitoring vulnerabilities in container images With Container Registry, you have access to Vulnerability Advisor, which continuously scans the images in your Container Registry instance for potential security issues. If issues are found, you are alerted and can view a comprehensive report in your Security Advisor dashboard. Enable alerts for critical/high/medium vulnerabilities discovered in container images in Container Registry to ensure that workload vulnerabilities are addressed in a timely manner and not deployed to a production environment.",9 Section,CONTAINER,1,automated,,1. https://nvd.nist.gov/800-53/Rev4/control/RA-5 2. https://cloud.ibm.com/docs/security-advisor?topic=security-advisor-getting- started 3. https://cloud.ibm.com/security-advisor#/notifications,ibm_controls_FINAL_20251031_215936.csv,ibm_container_registry_vulnerability_alerts_critical_high_medium_enabled
cis_ibm_ibm_10.1_0059,IBM,CIS,cis_ibm,v1.0,10.1,Ensure certificates generated through IBM Cloud Certificate Manager are automatically renewed before expiration,"You can use the IBM Cloud™ Certificate Manager service dashboard to manage certificates that you obtain from third-party issuers, or order from Certificate Manager, to use with your IBM cloud-based apps or services. You can manually or automatically renew certificates that you order through Certificate Manager. You can also disable the auto-renewal feature after you enable it. You can set a certificate to automatically renew while you're ordering. Or, you can enable auto- renewal after it's configured.",10 Section,CERTIFICATE,1,automated,,1. http://cloud.ibm.com/docs/certificate-manager,ibm_controls_FINAL_20251031_215936.csv,ibm_certificate_manager_certificate_auto_renewal_status_check
cis_ibm_ibm_1.1.6_0065,IBM,CIS,cis_ibm,v1.0,1.1.6,Ensure that the scheduler pod specification file ownership is set to root:root,Ensure that the scheduler pod specification file ownership is set to root:root .,1 Section,OPENSHIFT,1,automated,,1. https://docs.openshift.com/container-platform/latest/architecture/control-plane.html#defining-masters_control-plane 2. https://docs.openshift.com/container-platform/latest/operators/operator-reference.html#cluster-kube-scheduler-operator_red-hat-operators 3. https://docs.openshift.com/container-platform/latest/nodes/scheduling/nodes-scheduler-about.html 4. https://kubernetes.io/docs/reference/command-line-tools-reference/kube-scheduler/,ibm_controls_FINAL_20251031_215936.csv,ibm_openshift_scheduler_file_ownership_check
cis_ibm_ibm_1.1.10_0069,IBM,CIS,cis_ibm,v1.0,1.1.10,Ensure that the Container Network Interface file ownership is set to root:root,Ensure that the Container Network Interface files have ownership set to root:root .,1 Section,OPENSHIFT,1,automated,,1. https://docs.openshift.com/container-platform/latest/networking/cluster-network-operator.html 2. https://kubernetes.io/docs/concepts/cluster-administration/networking/,ibm_controls_FINAL_20251031_215936.csv,ibm_openshift_cni_file_ownership_check
cis_ibm_ibm_1.1.11_0070,IBM,CIS,cis_ibm,v1.0,1.1.11,Ensure that the etcd data directory permissions are set to 700 or more restrictive,Ensure that the etcd data directory has permissions of 700 or more restrictive.,1 Section,OPENSHIFT,1,automated,,1. https://docs.openshift.com/container-platform/4.3/architecture/control-plane.html#defining-masters_control-plane 2. https://etcd.io/#data-dir 3. https://kubernetes.io/docs/tasks/administer-cluster/configure-upgrade-etcd/,ibm_controls_FINAL_20251031_215936.csv,ibm_openshift_etcd_permissions_check
cis_ibm_ibm_1.1.20_0079,IBM,CIS,cis_ibm,v1.0,1.1.20,Ensure that the OpenShift PKI certificate file permissions are set to 600 or more restrictive,Ensure that OpenShift PKI certificate files have permissions of 644 or more restrictive.,1 Section,OPENSHIFT,1,automated,,1. https://kubernetes.io/docs/reference/command-line-tools-reference/kube-apiserver/,ibm_controls_FINAL_20251031_215936.csv,ibm_openshift_pki_certificate_permissions_check
cis_ibm_ibm_1.1.21_0080,IBM,CIS,cis_ibm,v1.0,1.1.21,Ensure that the OpenShift PKI key file permissions are set to 600,Ensure that the OpenShift PKI key files have permissions of 600 .,1 Section,OPENSHIFT,1,automated,,1. https://kubernetes.io/docs/reference/command-line-tools-reference/kube-apiserver/,ibm_controls_FINAL_20251031_215936.csv,ibm_openshift_pki_keyfile_permissions_check
